sys_id,property_sys_id,amenity_type,present,count,notes,source,as_of_date,ingested_at,quality_flag
AMEN-PROP-000005-gym,PROP-000005,gym,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000005-roof_deck,PROP-000005,roof_deck,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000005-concierge,PROP-000005,concierge,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000005-package_lockers,PROP-000005,package_lockers,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000005-ev_chargers,PROP-000005,ev_chargers,True,5,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000005-business_center,PROP-000005,business_center,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000005-pets_allowed,PROP-000005,pets_allowed,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000005-in_unit_wd,PROP-000005,in_unit_wd,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000005-balcony,PROP-000005,balcony,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000005-doorman,PROP-000005,doorman,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000005-storage,PROP-000005,storage,True,1,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000005-bike_room,PROP-000005,bike_room,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000005-playground,PROP-000005,playground,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000005-courtyard,PROP-000005,courtyard,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000005-grilling_area,PROP-000005,grilling_area,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000005-co_working,PROP-000005,co_working,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000005-theater,PROP-000005,theater,True,4,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000006-pool,PROP-000006,pool,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000006-gym,PROP-000006,gym,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000006-roof_deck,PROP-000006,roof_deck,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000006-concierge,PROP-000006,concierge,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000006-package_lockers,PROP-000006,package_lockers,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000006-ev_chargers,PROP-000006,ev_chargers,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000006-business_center,PROP-000006,business_center,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000006-pets_allowed,PROP-000006,pets_allowed,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000006-in_unit_wd,PROP-000006,in_unit_wd,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000006-balcony,PROP-000006,balcony,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000006-doorman,PROP-000006,doorman,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000006-storage,PROP-000006,storage,True,5,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000006-bike_room,PROP-000006,bike_room,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000006-playground,PROP-000006,playground,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000006-courtyard,PROP-000006,courtyard,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000006-grilling_area,PROP-000006,grilling_area,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000006-co_working,PROP-000006,co_working,True,5,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000006-theater,PROP-000006,theater,True,4,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000007-pool,PROP-000007,pool,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000007-gym,PROP-000007,gym,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000007-roof_deck,PROP-000007,roof_deck,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000007-concierge,PROP-000007,concierge,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000007-package_lockers,PROP-000007,package_lockers,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000007-ev_chargers,PROP-000007,ev_chargers,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000007-business_center,PROP-000007,business_center,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000007-pets_allowed,PROP-000007,pets_allowed,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000007-in_unit_wd,PROP-000007,in_unit_wd,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000007-balcony,PROP-000007,balcony,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000007-doorman,PROP-000007,doorman,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000007-storage,PROP-000007,storage,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000007-bike_room,PROP-000007,bike_room,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000007-playground,PROP-000007,playground,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000007-courtyard,PROP-000007,courtyard,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000007-grilling_area,PROP-000007,grilling_area,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000007-co_working,PROP-000007,co_working,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000007-theater,PROP-000007,theater,True,9,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000008-pool,PROP-000008,pool,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000008-gym,PROP-000008,gym,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000008-roof_deck,PROP-000008,roof_deck,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000008-concierge,PROP-000008,concierge,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000008-package_lockers,PROP-000008,package_lockers,True,5,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000008-ev_chargers,PROP-000008,ev_chargers,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000008-business_center,PROP-000008,business_center,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000008-pets_allowed,PROP-000008,pets_allowed,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000008-in_unit_wd,PROP-000008,in_unit_wd,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000008-balcony,PROP-000008,balcony,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000008-doorman,PROP-000008,doorman,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000008-storage,PROP-000008,storage,True,4,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000008-bike_room,PROP-000008,bike_room,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000008-playground,PROP-000008,playground,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000008-courtyard,PROP-000008,courtyard,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000008-grilling_area,PROP-000008,grilling_area,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000008-co_working,PROP-000008,co_working,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000008-theater,PROP-000008,theater,True,4,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000009-pool,PROP-000009,pool,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000009-gym,PROP-000009,gym,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000009-roof_deck,PROP-000009,roof_deck,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000009-concierge,PROP-000009,concierge,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000009-package_lockers,PROP-000009,package_lockers,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000009-ev_chargers,PROP-000009,ev_chargers,True,7,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000009-business_center,PROP-000009,business_center,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000009-pets_allowed,PROP-000009,pets_allowed,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000009-in_unit_wd,PROP-000009,in_unit_wd,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000009-balcony,PROP-000009,balcony,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000009-doorman,PROP-000009,doorman,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000009-storage,PROP-000009,storage,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000009-bike_room,PROP-000009,bike_room,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000009-playground,PROP-000009,playground,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000009-courtyard,PROP-000009,courtyard,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000009-grilling_area,PROP-000009,grilling_area,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000009-co_working,PROP-000009,co_working,True,5,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000009-theater,PROP-000009,theater,True,6,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000010-pool,PROP-000010,pool,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000010-gym,PROP-000010,gym,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000010-roof_deck,PROP-000010,roof_deck,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000010-concierge,PROP-000010,concierge,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000010-package_lockers,PROP-000010,package_lockers,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000010-ev_chargers,PROP-000010,ev_chargers,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000010-business_center,PROP-000010,business_center,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000010-pets_allowed,PROP-000010,pets_allowed,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000010-in_unit_wd,PROP-000010,in_unit_wd,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000010-balcony,PROP-000010,balcony,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000010-doorman,PROP-000010,doorman,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000010-storage,PROP-000010,storage,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000010-bike_room,PROP-000010,bike_room,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000010-playground,PROP-000010,playground,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000010-courtyard,PROP-000010,courtyard,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000010-grilling_area,PROP-000010,grilling_area,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000010-co_working,PROP-000010,co_working,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000010-theater,PROP-000010,theater,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000011-pool,PROP-000011,pool,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000011-gym,PROP-000011,gym,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000011-roof_deck,PROP-000011,roof_deck,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000011-concierge,PROP-000011,concierge,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000011-package_lockers,PROP-000011,package_lockers,False,,N/A,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000011-ev_chargers,PROP-000011,ev_chargers,True,5,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000011-business_center,PROP-000011,business_center,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000011-pets_allowed,PROP-000011,pets_allowed,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
AMEN-PROP-000011-in_unit_wd,PROP-000011,in_unit_wd,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
